Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
テストユーザー1164059,test-user-86809@example.com,,,,,,,,,,,,,2024-12-29 21:20:28 +0900,1,UNIクラフトカットケーキ箱3号M/10〜100個入 - 50個入り,2750,,UNI010AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164061,test-user-80618@example.com,paid,,fulfilled,2024-12-29 21:20:33 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:28 +0900,1,【サンプル】紙トレー(ロールケーキ用)/ホワイト - 1,0,,TRY008AA_sample,true,true,fulfilled,テストユーザー1163927,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307021160762,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164061,test-user-80618@example.com,,,,,,,,,,,,,2024-12-29 21:20:28 +0900,1,【サンプル】UNIクラフトカットケーキ箱3号M,0,,UNI010AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164062,test-user-98720@example.com,paid,2024-12-29 21:20:28 +0900,fulfilled,2024-12-29 21:20:33 +0900,JPY,3168,904,0,4072,,0,通常配送,2024-12-29 21:20:28 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 10個入り,1518,,CLF002TK,true,true,fulfilled,テストユーザー566554,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164063,0,テストベンダーF23,58,,,,6307021095226,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4350.1,,,payment-ref-1164063
テストユーザー1164062,test-user-98720@example.com,,,,,,,,,,,,,2024-12-29 21:20:28 +0900,1,クラフトデコ箱5号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 10個入り,1650,,CLF004TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164064,test-user-28208@example.com,paid,,fulfilled,2024-12-29 21:20:33 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:28 +0900,1,【サンプル】Criollo-Bitter-デコ箱6号H150 - トレーなし,0,,CRO005AA_sample,true,true,fulfilled,テストユーザー440608,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307021062458,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164064,test-user-28208@example.com,,,,,,,,,,,,,2024-12-29 21:20:28 +0900,1,【サンプル】クラフトデコ箱6号H150 - トレーなし,0,,CLF005AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164065,test-user-82918@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,5280,324,0,5604,,0,通常配送,2024-12-29 21:20:27 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3630,,CLF005AA,true,true,fulfilled,テストユーザー1164066,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164067,0,テストベンダーF23,96,,,,6307021029690,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4346.1,,,payment-ref-1164067
テストユーザー1164065,test-user-82918@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,UNIクラフトデコ箱7号H150/10〜50個入 - 10個入り,1650,,UNI006AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164068,test-user-17363@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:33 +0900,JPY,7128,324,0,7452,,0,通常配送,2024-12-29 21:20:27 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 10個入り,1518,,CLF002TK,true,true,fulfilled,テストユーザー259769,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164069,0,テストベンダーF23,130,,,,6307020996922,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4340.1,,,payment-ref-1164069
テストユーザー1164068,test-user-17363@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,クラフトデコ箱5号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 10個入り,1650,,CLF004TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164068,test-user-17363@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 10個入り,1870,,CLF005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164068,test-user-17363@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,UNIクラフトデコ箱7号H150/10〜50個入 - 10個入り,2090,,UNI006TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164070,test-user-110726@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,24255,0,0,24255,,0,,2024-12-29 21:20:27 +0900,1,メッセージ×ハコ　フラワー/100個〜10個 - フラワー,2585,,KPG002AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164071,0,テストベンダーF23,441,,,,6307020964154,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4344.1,,,payment-ref-1164071
テストユーザー1164070,test-user-110726@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,2,UNIクラフトデコ箱7号H150/10〜50個入 - 50個入り,6050,,UNI006TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164070,test-user-110726@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,UNIクラフトデコ箱8号H150/10〜50個入 - 50個入り,9570,,UNI007TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164072,test-user-28097@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,6710,0,0,6710,,0,,2024-12-29 21:20:27 +0900,1,プラトレー6号サイズ/ホワイト - 100個入り,3080,,TRY004AA,true,true,fulfilled,テストユーザー261662,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164073,0,テストベンダーF23,122,,,,6307020931386,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4349.1,,,payment-ref-1164073
テストユーザー1164072,test-user-28097@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,プラトレー7号サイズ/ホワイト - 100個入り,3630,,TRY011AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164074,test-user-90715@example.com,paid,,fulfilled,2024-12-29 21:20:32 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:27 +0900,1,【サンプル】クラフトデコ箱6号H150 - トレーなし,0,,CLF005AA_sample,true,true,fulfilled,テストユーザー1164075,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307020898618,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164074,test-user-90715@example.com,,,,,,,,,,,,,2024-12-29 21:20:27 +0900,1,【サンプル】UNIクラフトロールケーキ箱 - トレーなし,0,,UNI012AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164077,test-user-81912@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,2450,620,0,3070,Line item discounts,300,通常配送,2024-12-29 21:20:27 +0900,1,クラフトデコ箱5号/H113(ホールケーキ)/10個or50個入り - 50個入り,2750,,wc5-0001,true,true,fulfilled,テストユーザー1164078,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1164079,0,テストベンダーF23,125,,,,6307020865850,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#432.1,,,payment-ref-1164079
テストユーザー1164080,test-user-92050@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,2200,750,0,2950,,0,通常配送,2024-12-29 21:20:27 +0900,1,Criollo-Bitter-デコ箱4号H130/10〜50個入 - 10個入り,2200,,CRO003TG,true,true,fulfilled,テストユーザー922180,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164081,0,テストベンダーF23,40,,,,6307020833082,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4348.1,,,payment-ref-1164081
テストユーザー1164082,test-user-82223@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:30 +0900,JPY,1474,620,0,2094,,0,通常配送,2024-12-29 21:20:27 +0900,1,UNIクラフトデコ箱6号H150/10〜50個入 - 10個入り,1474,,UNI004AA,true,true,fulfilled,テストユーザー1164083,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164084,0,テストベンダーF23,27,,,,6307020800314,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4332.1,,,payment-ref-1164084
テストユーザー1164085,test-user-109140@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,7194,0,0,7194,Line item discounts,66,,2024-12-29 21:20:26 +0900,2,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3630,,CLF005AA,true,true,fulfilled,テストユーザー1164086,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1164087,0,テストベンダーF23,132,,,,6307020767546,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4345.1,,,payment-ref-1164087
テストユーザー1164088,test-user-77159@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:30 +0900,JPY,1790,550,0,2340,Line item discounts,300,通常配送,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱7号H150/10〜50個入 - 10個入り,2090,,UNI006TP,true,true,fulfilled,テストユーザー1163737,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164089,0,テストベンダーF23,38,,,,6307020702010,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4347.1,,,payment-ref-1164089
テストユーザー1164090,test-user-89246@example.com,paid,2024-12-29 21:20:27 +0900,fulfilled,2024-12-29 21:20:29 +0900,JPY,5390,0,0,5390,,0,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱8号H150/10〜50個入 - 50個入り,5390,,UNI007AA,true,true,fulfilled,テストユーザー911033,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1164091,0,テストベンダーF23,98,,,,6307020669242,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4343.1,,,payment-ref-1164091
テストユーザー1164092,test-user-91339@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:31 +0900,JPY,5940,324,0,6264,,0,通常配送,2024-12-29 21:20:26 +0900,1,hacobo! 宅配・輸送用ダンボール/10〜40個入(デコ箱5号用) - 40個入り,2200,,HCB011AA,true,true,fulfilled,テストユーザー922242,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164093,0,テストベンダーF23,108,,,,6307020636474,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4337.1,,,payment-ref-1164093
テストユーザー1164092,test-user-91339@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱4号H80/10〜50個入 - 50個入り,3740,,UNI014TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164094,test-user-88233@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:31 +0900,JPY,6710,324,0,7034,,0,通常配送,2024-12-29 21:20:26 +0900,1,UNIクラフトロールケーキ箱/10〜100個入 - 100個入り,5720,,UNI012TK,true,true,fulfilled,テストユーザー950961,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164095,0,テストベンダーF23,122,,,,6307020603706,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4338.1,,,payment-ref-1164095
テストユーザー1164094,test-user-88233@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,紙トレー(ロールケーキ用)/ホワイト - 50個入り,990,,TRY008AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164096,test-user-91339@example.com,paid,,fulfilled,2024-12-29 21:20:31 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:26 +0900,1,【サンプル】UNIクラフトデコ箱7号H80 - トレーなし,0,,UNI005AA_sample,true,true,fulfilled,テストユーザー922242,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307020538170,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164096,test-user-91339@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,【サンプル】UNIクラフトデコ箱6号H80 - トレーなし,0,,UNI003AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164098,test-user-78102@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:31 +0900,JPY,3330,550,0,3880,Line item discounts,300,通常配送,2024-12-29 21:20:26 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 10個入り,1870,,CLF005TP,true,true,fulfilled,テストユーザー1164099,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164100,0,テストベンダーF23,66,,,,6307020505402,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4333.1,,,payment-ref-1164100
テストユーザー1164098,test-user-78102@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱7号H80/10〜50個入 - 10個入り,1760,,UNI005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164101,test-user-110713@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,11220,0,0,11220,,0,,2024-12-29 21:20:26 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 100個入り,3850,,UNI008AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164102,0,テストベンダーF23,204,,,,6307020472634,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4329.1,,,payment-ref-1164102
テストユーザー1164101,test-user-110713@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱4号H80/10〜50個入 - 50個入り,2310,,UNI014AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164101,test-user-110713@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトカットケーキ箱4号L/10〜100個入 - 100個入り,5060,,UNI011AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164103,test-user-118968@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:28 +0900,JPY,5632,0,0,5632,,0,,2024-12-29 21:20:26 +0900,1,クラフトデコ箱5号/H113(ホールケーキ)/10個or50個入り - 10個入り,1496,,wc5-0001pt,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164104,0,テストベンダーF23,256,,,,6307020439866,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#434.1,,,payment-ref-1164104
テストユーザー1164103,test-user-118968@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,クラフトデコ箱5号/H150(ホールケーキ、シフォンケーキ)/10個or50個入り - 10個入り,1848,,wc5-0002t,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164103,test-user-118968@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱5号/H80/10〜50個入 - 10個入り,1078,,wc5-op-0001,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164103,test-user-118968@example.com,,,,,,,,,,,,,2024-12-29 21:20:26 +0900,1,UNIクラフトデコ箱6号/H80/10〜50個入 - 10個入り,1210,,wc6-op-0001,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164105,test-user-85335@example.com,paid,2024-12-29 21:20:26 +0900,fulfilled,2024-12-29 21:20:31 +0900,JPY,10010,0,0,10010,,0,,2024-12-29 21:20:25 +0900,2,UNIクラフトロールケーキ箱/10〜100個入 - 100個入り,4180,,UNI012AA,true,true,fulfilled,テストユーザー929473,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164106,0,テストベンダーF23,182,,,,6307020407098,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4334.1,,,payment-ref-1164106
テストユーザー1164105,test-user-85335@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,UNIクラフトデコ箱7号H150/10〜50個入 - 10個入り,1650,,UNI006AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164107,test-user-88228@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:30 +0900,JPY,3850,944,0,4794,,0,通常配送,2024-12-29 21:20:25 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 100個入り,3850,,UNI008AA,true,true,fulfilled,テストユーザー917078,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164108,0,テストベンダーF23,70,,,,6307020374330,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4335.1,,,payment-ref-1164108
テストユーザー1164109,test-user-84227@example.com,paid,,fulfilled,2024-12-29 21:20:30 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:25 +0900,1,【サンプル】クラフトデコ箱6号H150 - トレーなし,0,,CLF005AA_sample,true,true,fulfilled,テストユーザー939709,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307020341562,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164109,test-user-84227@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,【サンプル】Criollo-Bitter-デコ箱6号H150 - トレーなし,0,,CRO005AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164111,test-user-051@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,8690,1960,0,10650,,0,通常配送,2024-12-29 21:20:25 +0900,1,クラフトデコ箱5号H113/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF003TP,true,true,fulfilled,テストユーザー250509,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1164112,0,テストベンダーF23,158,,,,6307020308794,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4330.1,,,payment-ref-1164112
テストユーザー1164111,test-user-051@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,4950,,CLF005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164113,test-user-88734@example.com,paid,,fulfilled,2024-12-29 21:20:30 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:20:25 +0900,1,【サンプル】紙トレー4号サイズ/ゴールド - 1,0,,TRY001AA_sample,true,true,fulfilled,テストユーザー939265,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6307020276026,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164113,test-user-88734@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,【サンプル】クラフトデコ箱5号H150 - トレーなし,0,,CLF004AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164113,test-user-88734@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,【サンプル】Criollo-Bitter-デコ箱4号H130 - トレーなし,0,,CRO003AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164114,test-user-1603@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:26 +0900,JPY,4645,1065,0,5710,Line item discounts,415,通常配送,2024-12-29 21:20:25 +0900,1,UNIクラフトカットケーキ箱L/4号/10〜100個入 - 100個入り,5060,,cc4-l-001,true,true,fulfilled,テストユーザー260943,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164115,0,テストベンダーF23,230,,,,6307020243258,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#433.1,,,payment-ref-1164115
テストユーザー1164116,test-user-50347@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,10890,432,0,11322,,0,通常配送,2024-12-29 21:20:25 +0900,2,Criollo-Bitter-デコ箱5号H113/10〜50個入 - 50個入り,4730,,CRO001TP,true,true,fulfilled,テストユーザー270460,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164117,0,テストベンダーF23,198,,,,6307020210490,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#4325.1,,,payment-ref-1164117
テストユーザー1164116,test-user-50347@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,プラトレー5号サイズ/ホワイト - 50個入り,1430,,TRY003AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164118,test-user-83165@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:32 +0900,JPY,7080,324,0,7404,Line item discounts,378,通常配送,2024-12-29 21:20:25 +0900,1,UNIクラフトデコ箱6号H80/10〜50個入 - 50個入り,4180,,UNI003TP,true,true,fulfilled,テストユーザー248607,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164119,0,テストベンダーF23,136,,,,6307020177722,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4323.1,,,payment-ref-1164119
テストユーザー1164118,test-user-83165@example.com,,,,,,,,,,,,,2024-12-29 21:20:25 +0900,1,UNIクラフトデコ箱8号H150/10〜50個入 - 10個入り,3278,,UNI007TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164120,test-user-111361@example.com,paid,2024-12-29 21:20:25 +0900,fulfilled,2024-12-29 21:20:30 +0900,JPY,6578,324,0,6902,,0,通常配送,2024-12-29 21:20:24 +0900,1,UNIクラフトデコ箱4号H80/10〜50個入 - 50個入り,2310,,UNI014AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1164121,0,テストベンダーF23,120,,,,6307020112186,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4321.1,,,payment-ref-1164121
テストユーザー1164120,test-user-111361@example.com,,,,,,,,,,,,,2024-12-29 21:20:24 +0900,1,UNIクラフトデコ箱4号H80/10〜50個入 - 50個入り,3190,,UNI014TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164120,test-user-111361@example.com,,,,,,,,,,,,,2024-12-29 21:20:24 +0900,1,UNIクラフトデコ箱5号H80/10〜50個入 - 10個入り,1078,,UNI001AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1164122,test-user-65551@example.com,paid,2024-12-29 21:20:24 +0900,fulfilled,2024-12-29 21:20:29 +0900,JPY,6160,0,0,6160,,0,,2024-12-29 21:20:24 +0900,2,UNIクラフトデコ箱6号H80/10〜50個入 - 50個入り,3080,,UNI003AA,true,true,fulfilled,テストユーザー563112,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1164123,0,テストベンダーF23,112,,,,6307020079418,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#4324.1,,,payment-ref-1164123
